store,app_id,app_name,developer_name,risk_score,risk_classification,suspicious_factors,recommendation,developer_id,rating,reviews,risk_factors,developer_website,developer_email,privacy_policy,installs,developer_address
play_store,com.google.android.apps.chromecast.app,Google Home,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.1419344,162591,{'similar_to_popular': 2.5},http://cast.google.com/chromecast/,,https://policies.google.com/privacy,"1,000,000,000+",
app_store,1544827472,Form for Google Forms,Amad Marwat,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,1496101343,4.7727,25812,{'similar_to_popular': 2.5},https://www.byteflowapps.com/FormsPRO/,,https://apps.apple.com/us/app/form-for-google-forms/id1544827472?uo=4,,
app_store,345323231,Microsoft Bing Search,Microsoft Corporation,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,298856275,4.74496,249371,{'similar_to_popular': 2.5},https://www.microsoft.com/bing/search-app-desktop,,https://apps.apple.com/us/app/microsoft-bing-search/id345323231?uo=4,,
app_store,541164041,Microsoft 365 Copilot,Microsoft Corporation,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,298856275,4.7443,1044635,{'similar_to_popular': 2.5},https://products.office.com/mobile/office,,https://apps.apple.com/us/app/microsoft-365-copilot/id541164041?uo=4,,
play_store,com.google.android.dialer,Phone by Google,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.468503,107060,{'similar_to_popular': 2.5},http://www.android.com/,,http://www.google.com/policies/privacy,"1,000,000,000+",
play_store,com.google.android.apps.messaging,Google Messages,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.521228,594602,{'similar_to_popular': 2.5},,,http://www.google.com/policies/privacy,"5,000,000,000+",
play_store,com.google.android.apps.nbu.files,Files by Google,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.5450854,195200,{'similar_to_popular': 2.5},http://filesgo.google.com/,,http://www.google.com/policies/privacy,"5,000,000,000+",
play_store,com.google.android.apps.dynamite,Google Chat,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.429587,24071,{'similar_to_popular': 2.5},https://chat.google.com,,http://www.google.com/policies/privacy,"50,000,000+",
play_store,com.google.android.apps.tachyon,Google Meet,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.490557,701617,{'similar_to_popular': 2.5},,,http://www.google.com/policies/privacy,"5,000,000,000+",
play_store,com.google.android.apps.magazines,Google News - Daily Headlines,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.0636616,56907,{'similar_to_popular': 2.5},https://news.google.com/about,,http://www.google.com/policies/privacy,"1,000,000,000+",
play_store,com.google.android.gm,Gmail,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.155122,414904,{'similar_to_popular': 2.5},http://support.google.com/mail/bin/topic.py?hl=en&topic=2451697&parent=2451730&ctx=topic,asxvmprobertest@gmail.com,http://www.google.com/policies/privacy,"10,000,000,000+",
play_store,com.google.android.apps.authenticator2,Google Authenticator,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,3.64,21371,{'similar_to_popular': 2.5},https://support.google.com/accounts/bin/answer.py?hl=en&answer=1066447,asxvmprobertest@gmail.com,http://www.google.com/policies/privacy,"100,000,000+",
play_store,com.google.android.apps.searchlite,Google Go,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.302532,22659,{'similar_to_popular': 2.5},https://www.google.com/search/about/,,http://www.google.com/policies/privacy,"1,000,000,000+",
play_store,com.google.android.keep,Google Keep - Notes and lists,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.054855,52908,{'similar_to_popular': 2.5},https://support.google.com/?p=notes_main,,http://www.google.com/policies/privacy,"1,000,000,000+",
play_store,com.google.android.apps.docs.editors.slides,Google Slides,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,4.0250683,22644,{'similar_to_popular': 2.5},https://support.google.com/docs/?p=android_slides_help,asxvmprobertest@gmail.com,http://www.google.com/mobile/android/,"1,000,000,000+",
play_store,com.google.android.apps.maps,Google Maps,Google LLC,2.5,Low Risk - Likely Genuine with Minor Concerns,['similar_to_popular'],This app appears to be genuine but has some minor risk factors to be aware of.,5700313618786177705,3.3091824,671919,{'similar_to_popular': 2.5},http://maps.google.com/about/,,http://www.google.com/policies/privacy,"10,000,000,000+",
app_store,1012032539,Sideline - Private 2nd Number,"Pinger, Inc.",2.0,Low Risk - Likely Genuine with Minor Concerns,['suspicious_description'],This app appears to be genuine but has some minor risk factors to be aware of.,299102705,4.33033,13102,{'suspicious_description': 2.0},http://sideline.com,App-Store@2x.png,https://apps.apple.com/us/app/sideline-private-2nd-number/id1012032539?uo=4,,
app_store,281796108,Evernote - Notes Organizer,Evernote Corporation,2.0,Low Risk - Likely Genuine with Minor Concerns,['suspicious_description'],This app appears to be genuine but has some minor risk factors to be aware of.,281796111,4.41504,68403,{'suspicious_description': 2.0},http://evernote.com,,https://apps.apple.com/us/app/evernote-notes-organizer/id281796108?uo=4,,
app_store,399355755,Text Free: Second Call Number,"Pinger, Inc.",2.0,Low Risk - Likely Genuine with Minor Concerns,['suspicious_description'],This app appears to be genuine but has some minor risk factors to be aware of.,299102705,4.68072,479206,{'suspicious_description': 2.0},http://www.pinger.com,pinger_new@2x.png,https://apps.apple.com/us/app/text-free-second-call-number/id399355755?uo=4,,
app_store,897446215,Canva: AI Photo & Video Editor,Canva,2.0,Low Risk - Likely Genuine with Minor Concerns,['suspicious_description'],This app appears to be genuine but has some minor risk factors to be aware of.,897446218,4.88256,2634770,{'suspicious_description': 2.0},https://www.canva.com/iphone/,,https://apps.apple.com/us/app/canva-ai-photo-video-editor/id897446215?uo=4,,
app_store,804641004,Speak & Translate - Translator,"Easy Tiger Apps, LLC.",2.0,Low Risk - Likely Genuine with Minor Concerns,['suspicious_description'],This app appears to be genuine but has some minor risk factors to be aware of.,570748343,4.5502,253044,{'suspicious_description': 2.0},https://bendingspoons.com/,partnerships@bendingspoons.com,https://apps.apple.com/us/app/speak-translate-translator/id804641004?uo=4,,
app_store,1528940523,VPN - Fast VPN Super ™,TOPAPPS TECH PTE LTD,2.0,Low Risk - Likely Genuine with Minor Concerns,['suspicious_description'],This app appears to be genuine but has some minor risk factors to be aware of.,1765697168,4.69181,391289,{'suspicious_description': 2.0},http://www.fastv.mobi,,https://apps.apple.com/us/app/vpn-fast-vpn-super/id1528940523?uo=4,,
app_store,304158842,Yahoo News: Daily News For You,Yahoo,2.0,Low Risk - Likely Genuine with Minor Concerns,['suspicious_description'],This app appears to be genuine but has some minor risk factors to be aware of.,281970157,4.36167,49006,{'suspicious_description': 2.0},https://yahoo.com,,https://apps.apple.com/us/app/yahoo-news-daily-news-for-you/id304158842?uo=4,,
app_store,388627783,CamScanner - PDF Scanner App,"INTSIG Information Co., Ltd",2.0,Low Risk - Likely Genuine with Minor Concerns,['suspicious_description'],This app appears to be genuine but has some minor risk factors to be aware of.,344077850,4.85511,1556418,{'suspicious_description': 2.0},https://www.camscanner.com,,https://apps.apple.com/us/app/camscanner-pdf-scanner-app/id388627783?uo=4,,
app_store,6449987166,Android Switch,Google,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,281956209,3.39683,63,{},http://android.com,,https://apps.apple.com/us/app/android-switch/id6449987166?uo=4,,
app_store,288113403,iTranslate Translator,"Easy Tiger Apps, LLC.",0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,570748343,4.73923,510346,{},https://www.itranslate.com,,https://apps.apple.com/us/app/itranslate-translator/id288113403?uo=4,,
app_store,439438619,Snapseed,Google,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,281956209,3.51127,9404,{},http://www.snapseed.com,,https://apps.apple.com/us/app/snapseed/id439438619?uo=4,,
app_store,1500855883,CapCut - Video Editor,Bytedance Pte. Ltd,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,1497663561,4.70401,1019666,{},https://www.capcut.com,,https://apps.apple.com/us/app/capcut-video-editor/id1500855883?uo=4,,
app_store,462638897,Fitbit: Health & Fitness,Google,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,281956209,4.48244,515399,{},https://www.fitbit.com/,,https://apps.apple.com/us/app/fitbit-health-fitness/id462638897?uo=4,,
app_store,919087726,Photomath,Google,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,281956209,4.77044,728395,{},http://www.photomath.com,,https://apps.apple.com/us/app/photomath/id919087726?uo=4,,
app_store,823443083,Skiplagged - Travel Hacks,Skiplagged LLC,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,823443086,4.82981,317270,{},https://skiplagged.com,,https://apps.apple.com/us/app/skiplagged-travel-hacks/id823443083?uo=4,,
app_store,379693831,Audible: Audio Entertainment,"Audible, Inc.",0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,379693834,4.85553,5209167,{},http://www.audible.com,audible-search@amazon.com,https://apps.apple.com/us/app/audible-audio-entertainment/id379693831?uo=4,,
app_store,327630330,Dropbox: File & Photo Storage,"Dropbox, Inc.",0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,327630333,4.79023,550109,{},https://www.dropbox.com,015d5ce7dd3142cd8fca094a50adbf69@d.dropbox.com,https://apps.apple.com/us/app/dropbox-file-photo-storage/id327630330?uo=4,,
app_store,323229106,Waze Navigation & Live Traffic,Waze Inc.,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,323229109,4.84524,3010411,{},http://www.waze.com,map-placeholder@2x-d2d62e1471a04a5643035e8da0142369.png,https://apps.apple.com/us/app/waze-navigation-live-traffic/id323229106?uo=4,,
app_store,646100661,"AOL Mail, News, Weather",AOL Media LLC,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,281704577,4.57774,611331,{},https://www.aol.com,,https://apps.apple.com/us/app/aol-mail-news-weather/id646100661?uo=4,,
app_store,316126557,MapQuest GPS Navigation & Maps,MapQuest Holdings LLC,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,1494058354,4.31226,19612,{},http://hello.mapquest.com/mobile/,Navigation@1.5x.png,https://apps.apple.com/us/app/mapquest-gps-navigation-maps/id316126557?uo=4,,
app_store,509987785,Photo Collage Maker PicJointer,"Easy Tiger Apps, LLC.",0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,570748343,4.54913,117717,{},http://bendingspoonsapps.com/products.html?app=509987785,,https://apps.apple.com/us/app/photo-collage-maker-picjointer/id509987785?uo=4,,
app_store,1621113388,Fitbit Ace,Google,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,281956209,4.13953,86,{},http://g.co/fitbitace,,https://apps.apple.com/us/app/fitbit-ace/id1621113388?uo=4,,
app_store,924826256,SlideShow Maker Photo to Video,"Easy Tiger Apps, LLC.",0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,570748343,4.22973,101259,{},http://bendingspoonsapps.com/products.html?app=924826256,,https://apps.apple.com/us/app/slideshow-maker-photo-to-video/id924826256?uo=4,,
app_store,579581125,SmartNews: News That Matters,"SmartNews, Inc.",0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,579581128,4.63375,874354,{},https://www.smartnews.com/,,https://apps.apple.com/us/app/smartnews-news-that-matters/id579581125?uo=4,,
app_store,523045896,Emoji Free – Emoticons Art and Cool Fonts Keyboard,JINMIN ZHOU,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,1018840273,4.12261,1305,{},,,https://apps.apple.com/us/app/emoji-free-emoticons-art-and-cool-fonts-keyboard/id523045896?uo=4,,
app_store,518158653,FreePrints – Print Photos,PlanetArt,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,911528758,4.79613,689430,{},https://www.freeprintsapp.com,fp_logo2@2x-1702895546.png,https://apps.apple.com/us/app/freeprints-print-photos/id518158653?uo=4,,
app_store,1348028646,Translate Now - AI Translator,Air Apps Systems,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,1316153435,4.69922,282382,{},http://airapps.co,,https://apps.apple.com/us/app/translate-now-ai-translator/id1348028646?uo=4,,
app_store,1523820531,Bingo Clash: Win Real Cash,Aviagames Inc.,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,1513192817,4.51157,122662,{},http://www.pocket7games.com,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,https://apps.apple.com/us/app/bingo-clash-win-real-cash/id1523820531?uo=4,,
app_store,383298204,Shopkick: Gift Cards Rewards,"Shopkick, Inc",0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,337824568,4.62049,85141,{},http://www.shopkick.com,,https://apps.apple.com/us/app/shopkick-gift-cards-rewards/id383298204?uo=4,,
app_store,989804926,"Firefox: Private, Safe Browser",Mozilla,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,380366936,4.52285,101829,{},https://www.mozilla.org/firefox/ios/,c3ab8514873549d5b3785ebc7fb83c80@o1069899.ingest.sentry.io,https://apps.apple.com/us/app/firefox-private-safe-browser/id989804926?uo=4,,
app_store,1538761576,Authenticator App,2Stable,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,1534145511,4.68339,31183,{},https://authenticator.2stable.com,support@2stable.com,https://apps.apple.com/us/app/authenticator-app/id1538761576?uo=4,,
app_store,728175625,Price Scanner Barcode,"BuyVia, LLC",0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,488251081,4.57782,16460,{},https://www.buyvia.com/apps-downloads/,,https://apps.apple.com/us/app/price-scanner-barcode/id728175625?uo=4,,
app_store,314894105,"Documents Pro, Download & Edit",Savy Soda Pty Ltd,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,295726257,4.59896,4476,{},http://www.savysoda.com/documents2,,https://apps.apple.com/us/app/documents-pro-download-edit/id314894105?uo=4,,
app_store,364901807,Documents: File Manager & Docs,Readdle Technologies Limited,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,285035419,4.80426,609477,{},https://readdle.com/documents?utm_source=AppStore&utm_medium=product-page&utm_campaign=appstore-marketing,,https://apps.apple.com/us/app/documents-file-manager-docs/id364901807?uo=4,,
app_store,1054033219,VIZIO | WatchFree+,VIZIO,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,848524562,4.42879,32643,{},,,https://apps.apple.com/us/app/vizio-watchfree/id1054033219?uo=4,,
play_store,com.google.android.contacts,Contacts,Google LLC,0.0,Very Low Risk - Genuine,[],This app appears to be genuine with no obvious risk factors detected.,5700313618786177705,4.3246675,27317,{},http://www.android.com/,,http://www.google.com/policies/privacy,"1,000,000,000+",
